car_speed,ray_dist_0,ray_type_0,ray_dist_1,ray_type_1,ray_dist_2,ray_type_2,ray_dist_3,ray_type_3,ray_dist_4,ray_type_4,ray_dist_5,ray_type_5,ray_dist_6,ray_type_6,ray_dist_7,ray_type_7,ray_dist_8,ray_type_8,ray_dist_9,ray_type_9,ray_dist_10,ray_type_10,ray_dist_11,ray_type_11,ray_dist_12,ray_type_12,ray_dist_13,ray_type_13,ray_dist_14,ray_type_14,ray_dist_15,ray_type_15,ray_dist_16,ray_type_16,ray_dist_17,ray_type_17,ray_dist_18,ray_type_18,ray_dist_19,ray_type_19,accelerate,brake,steer_left,steer_right
1.99825,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,402.777,0,1000,-1,214.642,0,215.966,0,272.252,0,228.446,0,202.073,0,177.7,0,199.674,0,136.585,0,130.328,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.08826,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,400.689,0,1000,-1,212.942,0,213.708,0,272.252,0,228.446,0,202.073,0,177.7,0,202.922,0,138.807,0,132.448,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.17782,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,398.511,0,1000,-1,211.178,0,211.376,0,272.252,0,228.446,0,202.073,0,177.7,0,206.311,0,141.125,0,134.66,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.26693,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,396.244,0,1000,-1,209.353,0,208.972,0,272.252,0,228.446,0,202.073,0,177.7,0,209.837,0,143.537,0,136.962,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.3556,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,393.889,0,1000,-1,207.47,0,206.5,0,272.252,0,228.446,0,202.073,0,177.7,0,213.502,0,146.044,0,139.354,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.44382,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,391.445,0,1000,-1,205.529,0,203.963,0,272.252,0,228.446,0,202.073,0,177.7,0,217.304,0,148.645,0,141.835,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.5316,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,388.913,0,1000,-1,203.533,0,201.362,0,250.405,0,228.446,0,202.073,0,177.7,0,221.242,0,151.339,0,144.406,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.61894,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,386.294,0,1000,-1,201.485,0,198.702,0,238.344,0,228.446,0,202.073,0,177.7,0,225.317,0,154.126,0,147.065,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.70585,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,383.589,0,1000,-1,199.386,0,195.985,0,230.464,0,228.446,0,202.073,0,177.7,0,228.446,0,157.005,0,149.813,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.79232,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,380.796,0,1000,-1,197.239,0,193.213,0,223.77,0,228.446,0,202.073,0,177.7,0,228.446,0,159.977,0,152.648,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.87835,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,377.918,0,1000,-1,195.046,0,190.391,0,217.696,0,228.446,0,202.073,0,177.7,0,228.446,0,163.04,0,155.571,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
2.96396,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,374.954,0,1000,-1,192.811,0,187.52,0,212.012,0,228.446,0,202.073,0,177.7,0,228.446,0,166.194,0,158.58,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
3.04914,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,371.905,0,1000,-1,190.537,0,184.604,0,206.599,0,228.446,0,202.073,0,177.7,0,228.446,0,169.439,0,161.677,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
3.1339,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,368.771,0,1000,-1,188.226,0,181.645,0,201.388,0,228.446,0,202.073,0,177.7,0,228.446,0,172.774,0,164.859,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
3.21823,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,365.553,0,1000,-1,185.882,0,178.648,0,196.333,0,228.446,0,202.073,0,177.7,0,228.446,0,176.199,0,168.127,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
3.30214,92.376,0,104.433,0,124.458,0,160,0,233.904,0,460.702,0,362.25,0,1000,-1,183.509,0,175.615,0,191.403,0,228.446,0,202.073,0,177.7,0,228.446,0,179.713,0,171.48,0,124.458,0,85.1342,0,81.2341,0,1,0,0,0
